PLAYER_NAME,PER,TS%,USG%,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional,SEASON
Udonis Haslem,6.2,0.433,20.1,0.0,-0.009,-8.2,-3.9,-12.1,-0.2,hasleud01,2022-23
Jamaree Bouyea,6.5,0.504,11.8,0.0,0.013,-5.8,1.6,-4.2,0.0,bouyeja01,2022-23
Jamaree Bouyea,7.8,0.54,12.2,0.0,0.029,-4.9,1.9,-2.9,0.0,bouyeja01,2022-23
Jamaree Bouyea,-6.9,0.0,7.2,0.0,-0.15,-16.1,-1.7,-17.8,0.0,bouyeja01,2022-23
Trevelin Queen,6.0,0.337,22.9,-0.2,-0.133,-5.6,-1.5,-7.2,-0.1,queentr01,2022-23
Leandro Bolmaro,-5.0,0.15,16.6,-0.3,-0.231,-12.4,-2.3,-14.7,-0.2,bolmale01,2022-23
Jack White,12.6,0.517,14.7,0.1,0.108,-2.6,0.7,-1.9,0.0,whiteja03,2022-23
Tyrese Martin,7.7,0.44,16.5,0.0,-0.01,-4.2,-3.1,-7.4,-0.1,martity01,2022-23
JD Davison,10.1,0.478,15.8,0.1,0.059,-4.5,0.4,-4.2,0.0,davisjd01,2022-23
Ryan Rollins,-1.4,0.508,26.1,-0.3,-0.218,-11.3,-3.7,-15.0,-0.2,rolliry01,2022-23
Isaiah Todd,-1.0,0.226,15.6,-0.2,-0.147,-10.3,-3.9,-14.2,-0.2,toddis01,2022-23
Sam Merrill,15.5,0.546,17.3,0.2,0.16,-1.2,2.5,1.2,0.0,merrisa01,2022-23
Carlik Jones,11.1,0.54,16.2,0.1,0.078,-2.8,0.4,-2.5,0.0,jonesca03,2022-23
Gabe York,11.8,0.548,16.4,0.1,0.091,-1.7,-1.8,-3.5,0.0,yorkga01,2022-23
Devon Dotson,4.8,0.15,10.7,0.0,-0.025,-7.0,1.8,-5.3,0.0,dotsode01,2022-23
Facundo Campazzo,7.8,0.36,14.7,0.0,-0.012,-4.8,3.6,-1.2,0.0,campafa01,2022-23
Micah Potter,18.6,0.8,13.7,0.2,0.186,2.4,1.2,3.5,0.1,pottemi01,2022-23
Joe Wieskamp,-0.4,0.321,12.8,-0.1,-0.076,-7.0,-3.6,-10.6,-0.1,wieskjo01,2022-23
Ron Harper Jr.,15.7,0.608,14.6,0.2,0.158,2.4,-1.2,1.2,0.0,harpero02,2022-23
Xavier Sneed,9.5,0.723,12.9,0.1,0.086,-3.1,-0.4,-3.6,0.0,sneedxa01,2022-23
Michael Carter-Williams,9.0,0.498,20.6,0.0,-0.003,-5.1,-1.2,-6.3,0.0,cartemi01,2022-23
Cole Swider,7.4,0.5,9.3,0.1,0.08,-2.9,-0.5,-3.4,0.0,swideco01,2022-23
Mac McClung,19.2,0.563,27.5,0.1,0.14,2.2,-1.7,0.5,0.0,mccluma01,2022-23
Jacob Gilyard,7.3,0.5,5.1,0.1,0.079,-7.8,1.7,-6.1,0.0,gilyaja01,2022-23
Kendall Brown,9.1,0.571,10.4,0.1,0.071,-7.0,4.0,-2.9,0.0,brownke03,2022-23
Jarrell Brantley,18.5,0.739,18.1,0.1,0.16,3.1,0.4,3.5,0.1,brantja01,2022-23
Mfiondu Kabengele,8.1,0.381,10.8,0.1,0.067,-6.6,-2.4,-8.9,-0.1,kabenmf01,2022-23
RaiQuan Gray,15.5,0.621,21.4,0.1,0.106,-0.6,-1.4,-2.0,0.0,grayra01,2022-23
Justin Champagnie,10.3,0.367,19.2,0.0,0.009,-5.1,-2.8,-7.9,-0.1,champju01,2022-23
Justin Champagnie,28.9,1.0,11.6,0.1,0.332,6.1,1.9,8.1,0.0,champju01,2022-23
Justin Champagnie,1.5,0.208,22.8,-0.1,-0.145,-10.5,-5.1,-15.5,-0.1,champju01,2022-23
Tony Bradley,21.7,0.69,19.8,0.2,0.22,4.4,0.5,4.9,0.1,bradlto01,2022-23
Scotty Pippen Jr.,9.6,0.439,23.7,0.0,-0.017,-5.1,-0.8,-5.9,0.0,pippesc02,2022-23
Alize Johnson,4.3,0.509,15.0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1,johnsal02,2022-23
Jay Scrubb,14.2,0.825,15.6,0.1,0.083,-2.9,1.0,-1.9,0.0,scrubja01,2022-23
Neemias Queta,17.0,0.607,16.1,0.1,0.149,-2.6,-0.8,-3.4,0.0,quetane01,2022-23
Louis King,21.3,0.744,23.8,0.1,0.157,3.3,-1.0,2.3,0.0,kinglo02,2022-23
Vernon Carey Jr.,10.8,0.338,16.9,0.0,0.014,-7.1,2.1,-5.0,0.0,careyve01,2022-23
Trevor Hudgins,4.2,0.436,16.8,0.0,-0.035,-3.8,-4.7,-8.4,0.0,hudgitr01,2022-23
Kobi Simmons,9.0,0.363,11.8,0.0,0.019,-1.0,0.1,-0.9,0.0,simmoko01,2022-23
Darius Days,18.3,0.582,21.4,0.1,0.156,4.7,-1.2,3.5,0.0,daysda01,2022-23
Sterling Brown,7.0,0.0,7.0,0.0,0.04,-7.7,4.3,-3.3,0.0,brownst02,2022-23
Chance Comanche,12.2,0.518,14.0,0.0,0.043,-2.6,-4.9,-7.5,0.0,comanch01,2022-23
Marko Simonovic,-0.1,0.381,17.4,0.0,-0.052,-10.5,-3.8,-14.4,-0.1,simonma01,2022-23
Xavier Moon,7.2,0.389,21.8,0.0,-0.03,-4.1,-1.0,-5.1,0.0,moonxa01,2022-23
Lester Quiñones,8.6,0.654,29.4,0.0,-0.103,-6.4,-3.7,-10.2,0.0,quinole01,2022-23
Dereon Seabron,4.6,0.4,17.9,0.0,-0.034,-6.6,-4.7,-11.3,0.0,seabrde01,2022-23
Dylan Windler,19.0,0.833,17.9,0.0,0.149,3.2,3.5,6.7,0.0,windldy01,2022-23
Malcolm Hill,15.4,0.625,19.7,0.0,0.125,1.6,0.8,2.4,0.0,hillma01,2022-23
Braxton Key,18.6,1.064,8.9,0.0,0.242,2.1,0.8,2.9,0.0,keybr01,2022-23
Tyler Dorsey,45.5,0.9,28.3,0.1,0.367,17.0,0.8,17.8,0.0,dorsety01,2022-23
Trevor Keels,3.7,0.375,21.4,0.0,-0.062,-7.4,-5.6,-13.0,0.0,keelstr01,2022-23
Chima Moneke,-3.5,0.347,26.2,0.0,-0.288,-12.7,-8.0,-20.7,0.0,monekch01,2022-23
Deonte Burton,-12.6,0.0,14.3,0.0,-0.347,-13.9,-10.4,-24.2,0.0,burtode02,2022-23
Jordan Schakel,24.3,0.75,14.5,0.0,0.314,7.7,9.3,17.0,0.0,schakjo01,2022-23
Frank Jackson,-6.8,0.0,25.1,0.0,-0.378,-12.5,-9.8,-22.2,0.0,jacksfr01,2022-23
Alondes Williams,-20.9,,17.7,-0.1,-0.517,-21.3,-5.2,-26.5,0.0,willial06,2022-23
Donovan Williams,14.5,0.4,52.5,0.0,-0.225,-9.1,-6.1,-15.2,0.0,willido02,2022-23
Chris Silva,-2.2,1.0,30.1,0.0,-0.26,-22.5,-0.1,-22.6,0.0,silvach01,2022-23
Stanley Umude,65.6,0.532,40.0,0.0,0.626,15.9,32.7,48.6,0.0,umudest01,2022-23
Michael Foster Jr.,0.0,,0.0,0.0,0.01,-7.2,-1.9,-9.2,0.0,fostemi02,2022-23
Mikal Bridges,14.4,0.627,15.0,8.9,0.15,0.5,1.1,1.6,2.6,bridgmi01,2021-22
Miles Bridges,17.9,0.593,22.6,7.2,0.123,1.8,-0.3,1.5,2.5,bridgmi02,2021-22
DeMar DeRozan,23.1,0.59,31.8,8.8,0.154,3.4,-0.9,2.5,3.1,derozde01,2021-22
Jayson Tatum,21.8,0.578,32.1,9.6,0.169,4.3,0.6,5.0,4.8,tatumja01,2021-22
Saddiq Bey,14.0,0.529,21.3,4.0,0.071,0.9,-1.2,-0.3,1.2,beysa01,2021-22
Tyrese Haliburton,18.2,0.595,19.0,7.0,0.125,2.7,-0.1,2.6,3.1,halibty01,2021-22
Tyrese Haliburton,17.0,0.575,18.3,4.0,0.109,2.2,0.4,2.6,2.0,halibty01,2021-22
Tyrese Haliburton,20.5,0.629,20.3,3.0,0.156,3.8,-1.0,2.8,1.1,halibty01,2021-22
Russell Westbrook,15.0,0.512,27.3,1.7,0.03,-0.7,-0.9,-1.6,0.2,westbru01,2021-22
Trae Young,25.4,0.603,34.4,10.0,0.181,7.1,-2.0,5.2,4.8,youngtr01,2021-22
Tyrese Maxey,16.2,0.594,20.2,7.3,0.132,1.3,-0.7,0.6,1.8,maxeyty01,2021-22
Dorian Finney-Smith,12.5,0.604,13.8,6.6,0.121,0.1,0.7,0.8,1.9,finnedo01,2021-22
Scottie Barnes,16.3,0.552,19.0,6.6,0.122,0.5,0.4,0.9,1.9,barnesc01,2021-22
Harrison Barnes,15.7,0.623,18.8,6.0,0.112,1.5,-1.3,0.2,1.4,barneha02,2021-22
Pascal Siakam,20.3,0.565,25.8,8.1,0.151,2.7,0.8,3.5,3.6,siakapa01,2021-22
Julius Randle,15.7,0.509,28.7,3.1,0.059,0.4,0.2,0.5,1.6,randlju01,2021-22
Tobias Harris,15.9,0.566,21.7,5.6,0.105,0.6,-0.6,0.0,1.3,harrito02,2021-22
Jalen Brunson,17.1,0.583,21.9,7.5,0.143,0.9,0.0,0.9,1.9,brunsja01,2021-22
Buddy Hield,12.9,0.548,22.4,1.9,0.036,0.5,-1.7,-1.2,0.5,hieldbu01,2021-22
Buddy Hield,11.9,0.54,22.5,0.7,0.023,0.2,-1.5,-1.3,0.3,hieldbu01,2021-22
Buddy Hield,14.5,0.563,22.4,1.1,0.059,1.1,-2.2,-1.1,0.2,hieldbu01,2021-22
Nikola Jokić,32.8,0.661,31.9,15.2,0.296,9.2,4.5,13.7,9.8,jokicni01,2021-22
Karl-Anthony Towns,24.1,0.64,27.8,10.3,0.199,4.5,0.5,5.0,4.4,townska01,2021-22
Anthony Edwards,16.5,0.56,26.4,4.3,0.084,1.6,-0.4,1.2,2.0,edwaran01,2021-22
Fred VanVleet,17.3,0.552,23.7,6.7,0.131,3.1,0.5,3.6,3.5,vanvlfr01,2021-22
Terry Rozier,17.6,0.566,23.2,5.9,0.115,2.4,-0.7,1.7,2.3,roziete01,2021-22
Gary Trent Jr.,14.7,0.546,21.8,5.6,0.11,-0.1,0.3,0.2,1.3,trentga02,2021-22
Darius Garland,19.0,0.576,27.8,6.3,0.125,3.4,-0.8,2.6,2.8,garlada01,2021-22
Franz Wagner,14.7,0.559,21.2,4.0,0.079,-0.4,-0.3,-0.7,0.8,wagnefr01,2021-22
LaMelo Ball,19.7,0.554,28.2,5.8,0.116,3.3,0.1,3.4,3.3,ballla01,2021-22
James Harden,20.9,0.583,27.2,7.6,0.152,3.7,0.3,4.0,3.7,hardeja01,2021-22
James Harden,20.4,0.576,28.3,4.4,0.13,3.7,0.4,4.1,2.5,hardeja01,2021-22
James Harden,21.8,0.601,24.9,3.3,0.197,3.8,0.1,3.8,1.2,hardeja01,2021-22
Nikola Vučević,18.2,0.533,24.5,4.5,0.09,0.8,0.1,0.9,1.8,vucevni01,2021-22
RJ Barrett,13.7,0.511,27.6,2.3,0.046,-0.3,-1.3,-1.6,0.2,barrerj01,2021-22
Royce O'Neale,10.3,0.608,9.9,5.5,0.109,-0.8,1.7,0.8,1.7,onealro01,2021-22
Keldon Johnson,15.2,0.574,21.3,4.9,0.099,0.7,-1.2,-0.5,0.9,johnske04,2021-22
Aaron Gordon,15.3,0.602,19.7,5.2,0.105,0.5,-1.1,-0.6,0.9,gordoaa01,2021-22
Dejounte Murray,22.3,0.533,27.3,7.3,0.149,3.7,1.7,5.4,4.4,murrade01,2021-22
Evan Fournier,12.3,0.554,20.8,3.7,0.075,-0.4,-0.3,-0.7,0.7,fournev01,2021-22
Patty Mills,10.4,0.563,16.4,2.8,0.058,-0.3,-1.4,-1.7,0.2,millspa02,2021-22
Devin Booker,21.3,0.576,32.0,7.6,0.156,3.9,0.2,4.1,3.6,bookede01,2021-22
Reggie Jackson,12.1,0.488,27.6,0.4,0.008,-1.4,-1.6,-3.0,-0.6,jacksre01,2021-22
Herbert Jones,12.3,0.573,13.7,4.6,0.096,-2.0,1.5,-0.5,0.9,joneshe01,2021-22
Evan Mobley,16.1,0.549,20.4,5.2,0.107,-0.9,1.5,0.6,1.5,mobleev01,2021-22
Kentavious Caldwell-Pope,12.6,0.568,19.0,2.8,0.058,-0.9,-0.6,-1.5,0.3,caldwke01,2021-22
Andrew Wiggins,15.0,0.56,23.1,5.1,0.105,0.3,0.1,0.4,1.4,wiggian01,2021-22
Zach LaVine,20.0,0.605,28.8,5.8,0.12,3.9,-1.5,2.4,2.6,lavinza01,2021-22
Alec Burks,13.7,0.559,17.7,6.1,0.126,-0.4,1.2,0.8,1.7,burksal01,2021-22
Terance Mann,13.4,0.572,16.0,5.5,0.113,-0.8,0.2,-0.6,0.8,mannte01,2021-22
Luka Dončić,25.1,0.571,37.4,7.6,0.159,6.4,1.8,8.2,5.9,doncilu01,2021-22
Joel Embiid,31.2,0.616,37.2,12.0,0.252,7.2,2.0,9.2,6.5,embiijo01,2021-22
Marcus Smart,13.6,0.54,18.3,5.6,0.116,-1.2,1.7,0.5,1.5,smartma01,2021-22
Jordan Poole,16.1,0.598,26.0,6.0,0.126,1.3,-0.3,1.0,1.7,poolejo01,2021-22
Will Barton,13.4,0.548,20.8,3.2,0.067,0.4,-0.9,-0.5,0.9,bartowi01,2021-22
Desmond Bane,17.6,0.592,23.1,7.2,0.153,2.5,0.3,2.7,2.7,banede01,2021-22
Donovan Mitchell,21.6,0.572,32.9,7.2,0.152,4.6,-0.3,4.3,3.6,mitchdo01,2021-22
Jonas Valančiūnas,21.2,0.617,23.8,7.3,0.156,2.0,-0.1,1.9,2.2,valanjo01,2021-22
Monte Morris,14.7,0.583,17.4,5.4,0.116,0.8,-0.8,0.0,1.1,morrimo01,2021-22
Jaylen Brown,18.9,0.574,30.5,5.8,0.124,1.9,0.1,2.1,2.2,brownja02,2021-22
Stephen Curry,21.4,0.601,30.8,8.0,0.173,5.4,0.4,5.8,4.4,curryst01,2021-22
Jrue Holiday,19.8,0.593,23.5,6.9,0.15,2.9,0.3,3.2,2.9,holidjr01,2021-22
Giannis Antetokounmpo,32.1,0.633,34.9,12.9,0.281,7.6,3.5,11.2,7.4,antetgi01,2021-22
Kyle Kuzma,15.2,0.547,24.2,2.0,0.044,0.2,-0.4,-0.2,1.0,kuzmaky01,2021-22
Derrick White,14.8,0.549,19.9,5.1,0.111,0.4,0.6,0.9,1.6,whitede01,2021-22
Derrick White,15.7,0.551,20.7,3.3,0.107,1.2,0.6,1.8,1.4,whitede01,2021-22
Derrick White,12.9,0.544,18.2,1.8,0.121,-1.4,0.5,-0.9,0.2,whitede01,2021-22
Kevin Huerter,11.9,0.57,17.5,2.8,0.062,-0.5,-0.7,-1.2,0.4,huertke01,2021-22
Devonte' Graham,12.1,0.514,19.5,2.8,0.062,0.2,-1.2,-1.0,0.5,grahade01,2021-22
Tyler Herro,16.2,0.561,28.8,3.8,0.084,1.6,-0.9,0.7,1.5,herroty01,2021-22
CJ McCollum,18.3,0.553,27.5,3.6,0.081,3.2,-1.3,1.9,2.1,mccolcj01,2021-22
CJ McCollum,15.8,0.532,26.1,1.0,0.04,1.8,-1.7,0.1,0.7,mccolcj01,2021-22
CJ McCollum,21.9,0.58,29.4,2.6,0.14,5.3,-0.7,4.5,1.5,mccolcj01,2021-22
Jordan Clarkson,14.9,0.532,26.8,3.5,0.079,0.5,-1.2,-0.6,0.7,clarkjo01,2021-22
Khris Middleton,18.1,0.577,26.7,5.3,0.119,1.9,-0.3,1.6,1.9,middlkh01,2021-22
Malik Monk,14.4,0.597,20.1,3.6,0.081,0.5,-1.0,-0.5,0.8,monkma01,2021-22
Chris Paul,20.8,0.581,19.7,9.4,0.21,3.1,2.3,5.4,4.0,paulch01,2021-22
Jalen Green,12.5,0.547,23.7,0.7,0.015,-0.5,-2.4,-2.9,-0.5,greenja05,2021-22
Domantas Sabonis,21.9,0.637,22.3,7.1,0.159,3.2,0.9,4.1,3.2,sabondo01,2021-22
Domantas Sabonis,22.2,0.649,21.7,5.7,0.168,3.6,1.0,4.6,2.7,sabondo01,2021-22
Domantas Sabonis,21.0,0.603,24.4,1.4,0.132,1.8,0.5,2.3,0.5,sabondo01,2021-22
Seth Curry,13.7,0.615,18.5,4.2,0.095,0.3,-0.9,-0.6,0.8,curryse01,2021-22
Seth Curry,13.3,0.603,18.5,2.9,0.088,-0.1,-0.9,-1.0,0.4,curryse01,2021-22
Seth Curry,14.6,0.645,18.5,1.3,0.112,1.5,-0.8,0.7,0.4,curryse01,2021-22
Kyle Lowry,15.0,0.6,18.2,6.4,0.143,1.1,0.8,2.0,2.1,lowryky01,2021-22
Bojan Bogdanović,15.7,0.599,23.7,5.2,0.118,1.6,-1.6,0.0,1.1,bogdabo02,2021-22
Jaren Jackson Jr.,17.0,0.535,25.4,5.4,0.121,-0.9,0.8,-0.1,1.0,jacksja02,2021-22
Rudy Gobert,24.7,0.732,16.9,11.7,0.264,2.9,1.7,4.6,3.6,goberru01,2021-22
Ayo Dosunmu,11.2,0.596,14.1,3.0,0.069,-1.9,-0.1,-2.0,0.0,dosunay01,2021-22
Christian Wood,19.1,0.595,23.3,4.9,0.112,2.1,-0.4,1.6,1.9,woodch01,2021-22
Cade Cunningham,13.1,0.504,27.5,-0.5,-0.011,-1.1,-0.5,-1.6,0.2,cunnica01,2021-22
LeBron James,26.2,0.619,32.3,7.5,0.172,6.9,0.8,7.7,5.1,jamesle01,2021-22
De'Aaron Fox,17.4,0.549,29.1,2.5,0.058,0.6,-1.2,-0.6,0.7,foxde01,2021-22
D'Angelo Russell,16.3,0.544,25.1,4.4,0.101,2.2,-1.5,0.8,1.4,russeda01,2021-22
Davion Mitchell,10.8,0.489,20.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9,mitchda01,2021-22
Cole Anthony,13.5,0.519,25.1,1.6,0.038,-0.6,-0.6,-1.2,0.4,anthoco01,2021-22
Mike Conley,17.2,0.572,20.9,6.7,0.157,2.4,0.7,3.1,2.7,conlemi01,2021-22
Justin Holiday,9.5,0.543,15.8,1.4,0.033,-1.4,-0.8,-2.2,-0.1,holidju01,2021-22
Justin Holiday,10.3,0.568,15.9,1.4,0.047,-0.8,-0.8,-1.7,0.1,holidju01,2021-22
Justin Holiday,7.9,0.488,15.7,0.0,0.004,-2.6,-0.8,-3.4,-0.2,holidju01,2021-22
Jae'Sean Tate,14.3,0.567,19.6,3.0,0.071,-1.3,-0.5,-1.8,0.1,tateja01,2021-22
Kevin Durant,25.6,0.634,31.2,8.4,0.198,6.4,0.7,7.2,4.8,duranke01,2021-22
Duncan Robinson,10.6,0.573,17.7,3.9,0.092,-0.3,-0.3,-0.6,0.7,robindu01,2021-22
Clint Capela,21.4,0.604,15.5,8.3,0.195,2.1,-0.1,2.0,2.1,capelca01,2021-22
Bobby Portis,17.7,0.571,21.3,5.5,0.131,1.2,-1.0,0.2,1.1,portibo01,2021-22
Al Horford,16.7,0.574,14.8,7.6,0.181,1.4,2.9,4.3,3.2,horfoal01,2021-22
Steven Adams,17.6,0.56,12.0,6.8,0.163,1.0,1.0,2.0,2.0,adamsst01,2021-22
Kelly Oubre Jr.,14.9,0.56,23.0,3.3,0.079,0.2,-1.6,-1.4,0.3,oubreke01,2021-22
Deni Avdija,11.6,0.536,16.3,2.4,0.058,-2.1,0.4,-1.7,0.1,avdijde01,2021-22
P.J. Tucker,11.3,0.593,11.7,5.0,0.121,-0.8,1.4,0.6,1.3,tuckepj01,2021-22
Isaac Okoro,10.4,0.589,12.4,4.2,0.103,-2.4,0.7,-1.7,0.1,okorois01,2021-22
Spencer Dinwiddie,15.1,0.543,21.4,4.1,0.098,0.8,-0.4,0.3,1.1,dinwisp01,2021-22
Spencer Dinwiddie,13.2,0.501,21.0,1.6,0.058,-0.2,-0.7,-0.9,0.3,dinwisp01,2021-22
Spencer Dinwiddie,19.0,0.624,22.3,2.5,0.182,2.8,0.1,2.9,0.8,dinwisp01,2021-22
Malik Beasley,11.9,0.544,19.4,2.9,0.069,0.7,-1.5,-0.7,0.7,beaslma01,2021-22
Jakob Poeltl,20.8,0.613,18.3,6.9,0.168,0.9,0.7,1.6,1.7,poeltja01,2021-22
Shai Gilgeous-Alexander,20.9,0.557,30.8,4.6,0.113,2.9,0.5,3.4,2.7,gilgesh01,2021-22
Robert Covington,12.4,0.572,13.5,3.2,0.08,-1.6,1.7,0.2,1.1,covinro01,2021-22
Robert Covington,10.0,0.519,12.4,1.1,0.037,-2.8,1.6,-1.2,0.3,covinro01,2021-22
Robert Covington,19.4,0.677,16.7,2.1,0.2,1.9,2.2,4.1,0.8,covinro01,2021-22
Devin Vassell,13.3,0.54,18.9,3.3,0.082,-0.5,0.0,-0.5,0.7,vassede01,2021-22
Jimmy Butler,23.6,0.592,26.5,9.2,0.228,4.5,1.9,6.3,4.0,butleji01,2021-22
Darius Bazley,12.6,0.515,18.3,1.8,0.044,-2.1,0.3,-1.8,0.1,bazleda01,2021-22
Luke Kennard,13.3,0.619,16.8,4.5,0.113,0.8,-0.3,0.5,1.2,kennalu01,2021-22
Kevin Porter Jr.,13.5,0.531,24.1,0.8,0.021,-0.1,-1.6,-1.6,0.2,porteke02,2021-22
Reggie Bullock,9.2,0.558,13.3,3.2,0.08,-1.4,0.0,-1.4,0.3,bullore01,2021-22
Ja Morant,24.4,0.575,33.7,6.7,0.171,6.2,-0.1,6.1,3.9,moranja01,2021-22
Jae Crowder,11.3,0.541,14.6,4.3,0.11,-1.3,2.4,1.1,1.5,crowdja01,2021-22
Jarred Vanderbilt,15.3,0.612,10.9,6.0,0.153,-0.8,1.0,0.2,1.1,vandeja01,2021-22
Lauri Markkanen,14.7,0.582,19.5,5.0,0.127,0.4,-0.1,0.4,1.1,markkla01,2021-22
Grant Williams,11.2,0.635,12.6,5.1,0.13,-1.4,1.1,-0.4,0.8,willigr01,2021-22
Brandon Ingram,18.7,0.554,29.3,3.9,0.099,2.6,-0.6,2.0,1.9,ingrabr01,2021-22
Cody Martin,12.7,0.579,12.1,3.9,0.101,-1.2,0.7,-0.5,0.7,martico01,2021-22
Ivica Zubac,19.2,0.66,16.8,7.2,0.187,-0.1,0.8,0.7,1.3,zubaciv01,2021-22
Wendell Carter Jr.,18.4,0.601,20.9,5.0,0.129,1.0,0.6,1.6,1.7,cartewe01,2021-22
Jeff Green,12.5,0.627,16.3,3.9,0.101,-1.2,-1.3,-2.5,-0.2,greenje02,2021-22
Mitchell Robinson,20.7,0.722,11.4,8.5,0.221,1.0,1.2,2.2,2.0,robinmi01,2021-22
Bogdan Bogdanović,15.4,0.562,21.6,3.7,0.095,1.5,-0.2,1.3,1.5,bogdabo01,2021-22
Dennis Schröder,13.0,0.539,22.6,2.9,0.076,-1.5,-0.4,-1.9,0.0,schrode01,2021-22
Dennis Schröder,13.5,0.543,23.1,2.8,0.092,-1.2,0.0,-1.2,0.3,schrode01,2021-22
Dennis Schröder,11.5,0.519,20.6,0.2,0.02,-2.5,-1.9,-4.4,-0.2,schrode01,2021-22
Bam Adebayo,21.8,0.608,25.0,7.2,0.188,1.7,2.1,3.8,2.7,adebaba01,2021-22
Mo Bamba,16.5,0.582,17.2,4.5,0.118,-0.2,0.9,0.7,1.2,bambamo01,2021-22
Isaiah Stewart,14.0,0.55,14.6,3.4,0.091,-2.5,-0.8,-3.3,-0.6,stewais01,2021-22
Jarrett Allen,23.0,0.698,18.1,8.5,0.225,2.7,1.2,3.9,2.7,allenja01,2021-22
Grayson Allen,12.7,0.609,15.2,4.2,0.11,0.6,-0.2,0.4,1.1,allengr01,2021-22
Robert Williams,22.1,0.745,11.5,9.9,0.262,2.4,3.1,5.5,3.4,williro04,2021-22
Jaden McDaniels,10.3,0.553,15.3,2.4,0.065,-2.9,-0.1,-2.9,-0.4,mcdanja02,2021-22
Immanuel Quickley,14.6,0.543,22.2,4.2,0.113,0.2,0.0,0.2,1.0,quickim01,2021-22
Corey Kispert,10.9,0.586,14.6,2.3,0.061,-0.8,-1.5,-2.3,-0.1,kispeco01,2021-22
Dwight Powell,18.1,0.725,14.0,8.2,0.219,0.4,0.5,0.9,1.3,poweldw01,2021-22
Mason Plumlee,14.7,0.603,11.7,4.7,0.127,-1.5,1.5,0.0,0.9,plumlma01,2021-22
Carmelo Anthony,14.8,0.579,20.4,3.6,0.097,0.4,-0.8,-0.5,0.7,anthoca01,2021-22
Josh Hart,16.1,0.61,18.6,4.4,0.117,0.5,0.5,0.9,1.3,hartjo01,2021-22
Josh Hart,15.2,0.604,16.7,3.4,0.119,-0.2,0.9,0.7,0.9,hartjo01,2021-22
Josh Hart,19.4,0.622,25.0,1.0,0.112,2.7,-1.0,1.8,0.4,hartjo01,2021-22
Caris LeVert,15.1,0.525,25.4,2.2,0.059,0.0,-1.2,-1.2,0.4,leverca01,2021-22
Caris LeVert,16.3,0.53,26.8,1.5,0.06,1.0,-1.3,-0.3,0.5,leverca01,2021-22
Caris LeVert,12.4,0.511,22.3,0.7,0.057,-2.1,-1.1,-3.1,-0.2,leverca01,2021-22
Bruce Brown,15.0,0.575,15.0,4.8,0.13,-0.4,1.1,0.7,1.2,brownbr01,2021-22
P.J. Washington,13.6,0.588,15.6,3.4,0.091,-0.2,0.2,-0.1,0.9,washipj01,2021-22
Chuma Okeke,12.0,0.501,16.4,2.2,0.06,-1.6,1.5,-0.1,0.8,okekech01,2021-22
Georges Niang,10.7,0.594,16.8,2.8,0.077,-0.8,-1.1,-1.9,0.0,niangge01,2021-22
Kevon Looney,15.7,0.586,12.2,6.8,0.187,-0.9,1.7,0.9,1.3,looneke01,2021-22
Cameron Johnson,15.2,0.625,17.5,5.6,0.156,2.0,0.7,2.7,2.1,johnsca02,2021-22
Gary Harris,10.9,0.571,16.4,2.2,0.06,-2.0,-0.4,-2.4,-0.2,harriga01,2021-22
OG Anunoby,14.8,0.549,20.5,3.7,0.104,0.4,0.1,0.5,1.1,anunoog01,2021-22
Precious Achiuwa,12.7,0.503,18.5,2.5,0.07,-2.0,-0.6,-2.6,-0.2,achiupr01,2021-22
Deandre Ayton,21.9,0.656,21.4,7.3,0.203,2.2,0.6,2.8,2.1,aytonde01,2021-22
Garrison Mathews,11.0,0.602,14.4,2.8,0.077,-1.3,-1.0,-2.3,-0.1,mathega01,2021-22
Josh Giddey,13.3,0.478,22.2,0.4,0.01,-1.2,0.3,-0.9,0.5,giddejo01,2021-22
Pat Connaughton,13.4,0.62,14.0,4.4,0.125,0.8,0.3,1.2,1.4,connapa01,2021-22
Chris Boucher,17.9,0.57,17.8,6.0,0.169,0.5,-0.4,0.1,0.9,bouchch01,2021-22
Matisse Thybulle,11.2,0.594,9.5,3.7,0.107,-2.2,3.3,1.1,1.3,thybuma01,2021-22
Anfernee Simons,15.3,0.583,24.8,1.9,0.055,1.9,-2.7,-0.7,0.5,simonan01,2021-22
Coby White,12.6,0.564,19.8,2.4,0.067,-0.4,-1.7,-2.1,0.0,whiteco01,2021-22
Danilo Gallinari,14.3,0.579,18.4,3.6,0.105,1.0,-1.2,-0.2,0.8,gallida01,2021-22
Eric Gordon,12.1,0.614,18.6,1.4,0.04,-0.1,-2.2,-2.3,-0.1,gordoer01,2021-22
Kevin Love,19.6,0.594,25.1,5.7,0.164,4.4,0.1,4.5,2.7,loveke01,2021-22
Luguentz Dort,12.3,0.541,23.3,1.4,0.04,-1.5,-0.7,-2.3,-0.1,dortlu01,2021-22
John Collins,18.7,0.61,20.5,5.1,0.146,1.5,0.0,1.5,1.5,collijo01,2021-22
De'Anthony Melton,15.2,0.529,21.3,3.7,0.107,0.3,1.6,1.9,1.6,meltode01,2021-22
KJ Martin,14.3,0.603,16.3,2.9,0.084,0.0,-1.2,-1.2,0.4,martike04,2021-22
