PLAYER_NAME,PER,TS%,USG%,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional,SEASON
Jiří Welsch,12.6,0.531,17.4,3.6,0.08,-1.1,0.1,-0.9,0.6,welscji01,2003-04
Marcus Camby,17.8,0.511,14.3,6.9,0.154,-0.1,2.5,2.5,2.5,cambyma01,2003-04
Eddy Curry,14.8,0.538,24.3,3.0,0.066,-1.7,-1.1,-2.8,-0.5,curryed01,2003-04
Greg Ostertag,14.3,0.506,13.4,5.0,0.111,-0.5,0.9,0.5,1.4,ostergr01,2003-04
Ray Allen,21.7,0.566,27.8,6.9,0.153,5.5,-1.5,4.0,3.2,allenra02,2003-04
Morris Peterson,12.1,0.539,15.7,4.9,0.11,-1.3,1.4,0.1,1.1,petermo01,2003-04
Drew Gooden,15.6,0.484,22.7,1.9,0.043,-0.8,-1.7,-2.5,-0.2,goodedr01,2003-04
Dwyane Wade,17.6,0.53,25.0,4.6,0.103,1.4,0.1,1.4,1.9,wadedw01,2003-04
Jason Williams,16.9,0.517,19.0,5.4,0.122,3.3,-0.8,2.4,2.3,willija02,2003-04
Aaron McKie,13.9,0.55,16.2,4.8,0.108,0.2,1.1,1.3,1.8,mckieaa01,2003-04
Anfernee Hardaway,11.8,0.472,18.6,2.0,0.046,-1.4,-0.3,-1.7,0.1,hardaan01,2003-04
Anfernee Hardaway,13.2,0.506,17.2,1.3,0.069,-0.4,-0.3,-0.7,0.3,hardaan01,2003-04
Anfernee Hardaway,10.8,0.451,19.5,0.7,0.029,-2.2,-0.3,-2.5,-0.1,hardaan01,2003-04
Tim Thomas,15.1,0.534,22.4,4.1,0.093,0.6,-0.5,0.2,1.1,thomati01,2003-04
Tim Thomas,14.2,0.525,21.5,2.2,0.079,0.2,-0.2,0.0,0.7,thomati01,2003-04
Tim Thomas,16.7,0.547,24.2,1.8,0.118,1.4,-0.9,0.5,0.4,thomati01,2003-04
Maurice Taylor,13.6,0.512,22.7,3.7,0.085,-1.9,0.1,-1.8,0.1,tayloma01,2003-04
Darius Miles,16.1,0.514,21.5,3.6,0.083,0.4,0.0,0.4,1.3,milesda01,2003-04
Darius Miles,12.7,0.455,21.1,0.6,0.032,-1.4,-0.2,-1.6,0.1,milesda01,2003-04
Darius Miles,18.6,0.559,21.8,3.0,0.121,1.7,0.2,1.9,1.1,milesda01,2003-04
Hedo Türkoğlu,14.1,0.516,18.1,6.7,0.155,0.1,2.4,2.5,2.3,turkohe01,2003-04
Calbert Cheaney,10.6,0.493,15.5,2.3,0.054,-2.4,0.1,-2.3,-0.1,cheanca01,2003-04
Gilbert Arenas,16.0,0.512,27.4,2.6,0.061,1.1,-1.0,0.1,1.1,arenagi01,2003-04
Larry Hughes,17.6,0.496,28.1,3.8,0.088,1.7,-0.7,0.9,1.5,hughela01,2003-04
Jarvis Hayes,9.4,0.456,18.4,0.5,0.012,-3.0,-1.0,-4.0,-1.1,hayesja01,2003-04
Gordan Giriček,13.2,0.521,20.1,2.4,0.056,-0.1,-1.6,-1.6,0.2,giricgo01,2003-04
Gordan Giriček,11.9,0.528,16.6,1.2,0.04,-0.7,-1.6,-2.3,-0.1,giricgo01,2003-04
Gordan Giriček,16.4,0.511,28.5,1.2,0.096,1.5,-1.4,0.1,0.3,giricgo01,2003-04
Allen Iverson,19.3,0.478,35.3,2.8,0.066,2.7,-0.6,2.1,2.1,iversal01,2003-04
Caron Butler,10.7,0.44,18.5,2.1,0.05,-2.9,0.1,-2.9,-0.4,butleca01,2003-04
Amar'e Stoudemire,19.8,0.536,27.5,4.4,0.105,0.8,-0.7,0.1,1.1,stoudam01,2003-04
Ronald Murray,15.4,0.497,26.7,1.7,0.04,0.1,-1.4,-1.2,0.4,murraro01,2003-04
Raja Bell,12.7,0.5,23.6,3.7,0.088,-1.2,-0.8,-2.0,0.0,bellra01,2003-04
Damon Jones,14.2,0.516,14.8,3.9,0.093,2.0,-1.9,0.0,1.0,jonesda01,2003-04
Carlos Arroyo,16.8,0.517,23.7,4.7,0.112,2.0,-1.1,0.9,1.5,arroyca01,2003-04
David Wesley,12.6,0.483,22.4,2.8,0.067,-0.8,-0.7,-1.5,0.2,wesleda01,2003-04
Shandon Anderson,10.1,0.5,17.7,1.7,0.042,-2.4,0.1,-2.4,-0.2,andersh01,2003-04
Jeff Foster,16.2,0.578,11.8,8.3,0.202,0.8,0.5,1.3,1.6,fosteje01,2003-04
Devean George,11.5,0.492,16.1,3.4,0.083,-1.2,0.7,-0.4,0.8,georgde01,2003-04
Shane Battier,15.3,0.544,15.5,5.9,0.145,1.1,1.5,2.6,2.3,battish01,2003-04
Boris Diaw,8.8,0.483,11.4,0.8,0.021,-2.4,0.1,-2.3,-0.2,diawbo01,2003-04
Jared Jeffries,8.7,0.426,15.1,0.6,0.014,-3.6,-1.0,-4.6,-1.2,jeffrja01,2003-04
Etan Thomas,16.4,0.538,17.9,4.5,0.115,-1.1,0.0,-1.1,0.4,thomaet01,2003-04
Walter McCarty,10.9,0.541,15.6,2.9,0.073,-0.4,0.0,-0.4,0.7,mccarwa01,2003-04
Eric Williams,12.5,0.493,19.3,3.1,0.079,-1.8,-0.3,-2.0,0.0,willier01,2003-04
Eric Williams,15.7,0.54,22.7,1.2,0.116,-0.5,-0.6,-1.1,0.1,willier01,2003-04
Eric Williams,11.2,0.471,18.1,1.9,0.065,-2.2,-0.1,-2.4,-0.1,willier01,2003-04
Bonzi Wells,13.0,0.476,26.5,0.9,0.023,-2.5,-0.5,-3.0,-0.4,wellsbo01,2003-04
Bonzi Wells,11.3,0.423,25.7,-0.1,-0.017,-3.8,-0.6,-4.4,-0.3,wellsbo01,2003-04
Bonzi Wells,13.5,0.489,26.8,1.0,0.034,-2.1,-0.5,-2.5,-0.2,wellsbo01,2003-04
Earl Boykins,16.2,0.501,22.2,4.1,0.105,2.0,-1.5,0.5,1.2,boykiea01,2003-04
Chris Kaman,9.6,0.502,15.7,0.0,0.001,-3.4,-0.8,-4.2,-1.0,kamanch01,2003-04
Casey Jacobsen,9.6,0.57,11.8,2.6,0.068,-1.2,-0.6,-1.8,0.1,jacobca01,2003-04
Derek Anderson,15.1,0.499,20.5,3.6,0.097,0.8,-0.5,0.3,1.0,anderde01,2003-04
Fred Hoiberg,13.6,0.611,12.5,6.1,0.163,0.2,1.9,2.0,1.8,hoibefr01,2003-04
Brent Barry,18.3,0.668,15.8,5.7,0.151,3.2,0.1,3.2,2.4,barrybr01,2003-04
Allan Houston,14.8,0.539,24.7,3.1,0.083,1.1,-1.6,-0.5,0.7,houstal01,2003-04
Udonis Haslem,13.7,0.521,15.8,4.8,0.128,-1.1,-0.9,-2.0,0.0,hasleud01,2003-04
Keith Bogans,11.0,0.499,14.5,1.3,0.034,-0.5,-2.0,-2.4,-0.2,boganke01,2003-04
Mike Miller,14.9,0.532,20.0,3.9,0.107,0.8,-0.2,0.6,1.1,millemi01,2003-04
Derek Fisher,11.5,0.451,18.3,2.4,0.066,-2.0,1.1,-0.8,0.5,fishede01,2003-04
Marko Jarić,12.6,0.475,16.0,1.5,0.042,-0.6,0.0,-0.7,0.6,jaricma01,2003-04
Kelvin Cato,13.2,0.495,13.9,4.6,0.127,-2.0,2.4,0.4,1.1,catoke01,2003-04
Jarron Collins,11.1,0.587,13.1,4.2,0.117,-1.7,-0.3,-2.0,0.0,collija03,2003-04
Alvin Williams,11.4,0.463,17.1,2.1,0.058,-2.4,0.6,-1.9,0.0,willial02,2003-04
George Lynch,9.7,0.472,12.4,2.5,0.072,-1.9,0.3,-1.5,0.2,lynchge01,2003-04
Dale Davis,12.9,0.505,10.3,3.9,0.11,-0.7,0.4,-0.3,0.7,davisda01,2003-04
Lorenzen Wright,14.0,0.474,19.4,3.2,0.092,-1.7,-0.5,-2.1,0.0,wrighlo02,2003-04
Earl Watson,12.8,0.438,18.1,1.8,0.052,-1.3,0.3,-1.0,0.4,watsoea01,2003-04
Bob Sura,16.2,0.51,19.0,4.6,0.133,0.6,0.5,1.1,1.3,surabo01,2003-04
Bob Sura,13.0,0.489,16.0,2.0,0.137,-1.5,3.1,1.6,0.6,surabo01,2003-04
Bob Sura,18.5,0.521,21.3,2.6,0.13,2.1,-1.4,0.7,0.7,surabo01,2003-04
Ruben Patterson,14.6,0.53,16.7,3.0,0.087,-0.4,0.7,0.4,1.0,patteru01,2003-04
Dion Glover,12.2,0.471,21.2,1.1,0.032,-1.1,-0.9,-2.1,0.0,glovedi01,2003-04
Dion Glover,12.5,0.474,20.8,1.2,0.039,-0.6,-1.1,-1.7,0.1,glovedi01,2003-04
Dion Glover,9.9,0.45,24.6,-0.1,-0.028,-5.7,0.6,-5.1,-0.1,glovedi01,2003-04
Jerome Williams,14.7,0.522,13.3,4.3,0.127,-0.8,1.2,0.4,1.0,willije01,2003-04
Jerome Williams,12.4,0.552,11.1,1.0,0.117,-2.5,1.8,-0.8,0.1,willije01,2003-04
Jerome Williams,15.4,0.516,14.0,3.3,0.13,-0.2,1.0,0.7,0.9,willije01,2003-04
Brian Cardinal,19.4,0.626,18.9,7.2,0.212,2.2,1.0,3.2,2.2,cardibr01,2003-04
Raül López,12.0,0.503,21.4,1.4,0.041,-1.7,-1.0,-2.8,-0.3,lopezra01,2003-04
Nazr Mohammed,16.1,0.542,18.3,3.7,0.11,-0.5,-0.9,-1.4,0.3,mohamna01,2003-04
Nazr Mohammed,14.7,0.525,18.6,1.7,0.087,-1.1,-1.6,-2.8,-0.2,mohamna01,2003-04
Nazr Mohammed,18.1,0.567,17.9,2.0,0.144,0.3,0.2,0.5,0.4,mohamna01,2003-04
Bo Outlaw,13.1,0.522,12.1,3.6,0.107,-1.0,1.9,0.9,1.2,outlabo01,2003-04
Jake Voskuhl,11.2,0.577,12.8,3.3,0.097,-2.7,-0.3,-2.9,-0.4,voskuja01,2003-04
John Salmons,10.6,0.485,15.6,2.1,0.064,-1.7,0.9,-0.8,0.5,salmojo01,2003-04
Anthony Johnson,11.6,0.497,15.6,3.6,0.109,-1.6,1.2,-0.4,0.6,johnsan02,2003-04
Speedy Claxton,17.3,0.509,20.9,4.2,0.127,-0.2,1.3,1.1,1.2,claxtsp01,2003-04
Josh Howard,15.7,0.485,18.2,3.5,0.104,0.2,-0.2,-0.1,0.8,howarjo01,2003-04
Mehmet Okur,18.3,0.538,21.7,5.9,0.179,1.0,0.6,1.5,1.4,okurme01,2003-04
Brian Skinner,14.4,0.513,18.7,2.7,0.083,-1.1,-0.7,-1.8,0.1,skinnbr01,2003-04
Corliss Williamson,14.4,0.546,23.8,4.1,0.124,-1.4,-0.1,-1.5,0.2,willico02,2003-04
Chucky Atkins,12.1,0.511,18.5,2.7,0.085,-0.3,-0.9,-1.1,0.3,atkinch01,2003-04
Chucky Atkins,10.1,0.49,18.8,1.2,0.079,-1.3,-0.3,-1.6,0.1,atkinch01,2003-04
Chucky Atkins,14.0,0.53,18.2,1.5,0.091,0.7,-1.4,-0.7,0.3,atkinch01,2003-04
Stromile Swift,19.2,0.53,22.8,4.8,0.15,-0.2,0.7,0.5,1.0,swiftst01,2003-04
Toni Kukoč,16.1,0.519,21.0,3.1,0.096,1.5,0.5,2.0,1.6,kukocto01,2003-04
Antonio Daniels,19.7,0.596,16.5,5.8,0.184,3.9,-1.0,2.9,1.9,daniean01,2003-04
Fred Jones,11.8,0.527,14.1,4.0,0.126,-1.7,1.9,0.2,0.8,jonesfr01,2003-04
Lucious Harris,11.1,0.481,17.2,2.5,0.081,-1.7,-0.5,-2.2,-0.1,harrilu01,2003-04
Leandro Barbosa,12.7,0.553,18.6,1.9,0.061,-1.3,0.5,-0.8,0.5,barbole01,2003-04
Dikembe Mutombo,14.3,0.523,12.5,3.8,0.122,-0.9,1.0,0.1,0.8,mutomdi01,2003-04
Brendan Haywood,17.2,0.547,17.0,3.8,0.123,-0.2,-0.5,-0.7,0.5,haywobr01,2003-04
Juan Dixon,13.5,0.476,24.0,1.4,0.044,-1.0,-0.4,-1.4,0.2,dixonju01,2003-04
Tony Battie,11.9,0.482,14.8,2.3,0.074,-2.2,-0.1,-2.4,-0.1,battito01,2003-04
Tony Battie,11.7,0.517,14.1,0.8,0.081,-2.1,-0.4,-2.4,-0.1,battito01,2003-04
Tony Battie,12.0,0.466,15.2,1.4,0.07,-2.3,0.0,-2.3,-0.1,battito01,2003-04
T.J. Ford,12.1,0.443,17.9,0.7,0.022,-1.7,-0.6,-2.4,-0.1,fordtj01,2003-04
Howard Eisley,12.4,0.469,18.5,1.7,0.055,-0.9,-0.7,-1.5,0.2,eisleho01,2003-04
Howard Eisley,13.5,0.505,17.0,1.5,0.096,-0.3,0.3,0.1,0.4,eisleho01,2003-04
Howard Eisley,11.2,0.441,19.9,0.2,0.013,-1.5,-1.6,-3.1,-0.2,eisleho01,2003-04
Stanislav Medvedenko,13.6,0.479,20.1,3.0,0.101,-1.8,-1.4,-3.2,-0.4,medvest01,2003-04
Vitaly Potapenko,11.2,0.511,17.2,1.1,0.037,-2.4,-1.9,-4.3,-0.8,potapvi01,2003-04
Stacey Augmon,10.0,0.486,15.6,1.6,0.056,-3.1,0.3,-2.8,-0.3,augmost01,2003-04
Kendall Gill,11.1,0.443,21.9,0.4,0.013,-2.8,-0.1,-2.8,-0.3,gillke01,2003-04
Rodney Rogers,14.2,0.492,21.5,3.1,0.104,-1.0,0.7,-0.3,0.6,rogerro01,2003-04
Kevin Ollie,12.2,0.51,13.3,2.4,0.083,-2.3,0.3,-2.0,0.0,ollieke01,2003-04
Steve Blake,10.9,0.509,17.9,0.7,0.026,-1.5,-1.2,-2.7,-0.2,blakest01,2003-04
Anthony Peeler,11.8,0.575,14.7,2.2,0.076,-0.4,-0.2,-0.5,0.5,peelean01,2003-04
Marcus Banks,11.0,0.48,20.5,0.7,0.026,-3.4,0.4,-3.0,-0.4,banksma01,2003-04
Jamaal Tinsley,16.4,0.541,17.5,4.4,0.154,1.7,1.8,3.5,1.9,tinslja01,2003-04
Bobby Simmons,12.6,0.488,16.8,2.0,0.07,-0.9,-0.7,-1.6,0.1,simmobo01,2003-04
Karl Malone,17.8,0.555,19.7,4.3,0.151,1.1,1.7,2.8,1.7,malonka01,2003-04
Chris Wilcox,15.3,0.557,19.3,2.6,0.094,-0.4,-1.8,-2.2,-0.1,wilcoch01,2003-04
Aaron Williams,13.2,0.549,17.5,3.4,0.122,-2.4,0.8,-1.6,0.1,williaa01,2003-04
Glenn Robinson,15.0,0.518,27.4,1.6,0.056,-0.3,-1.2,-1.5,0.1,robingl01,2003-04
Chris Mihm,14.6,0.531,18.5,2.9,0.104,-2.4,-0.6,-3.0,-0.3,mihmch01,2003-04
Chris Mihm,16.6,0.513,19.8,0.9,0.117,-1.5,-0.2,-1.8,0.0,mihmch01,2003-04
Chris Mihm,13.8,0.539,18.0,1.9,0.099,-2.7,-0.8,-3.5,-0.4,mihmch01,2003-04
Vin Baker,14.8,0.53,20.1,2.8,0.101,-1.0,-1.1,-2.1,0.0,bakervi01,2003-04
Vin Baker,16.1,0.547,19.7,2.5,0.119,0.1,-1.0,-0.8,0.3,bakervi01,2003-04
Vin Baker,10.5,0.476,21.3,0.3,0.043,-4.5,-1.7,-6.2,-0.3,bakervi01,2003-04
Robert Horry,14.5,0.496,16.1,4.6,0.171,0.0,2.7,2.7,1.5,horryro01,2003-04
Reggie Evans,9.9,0.471,10.7,1.7,0.065,-2.7,-1.2,-3.9,-0.6,evansre01,2003-04
Jacque Vaughn,8.0,0.44,14.0,0.0,-0.002,-4.4,-0.6,-5.0,-1.0,vaughja01,2003-04
Dan Gadzuric,17.0,0.529,16.0,3.7,0.141,-1.0,1.6,0.7,0.8,gadzuda01,2003-04
Malik Rose,15.0,0.526,22.6,3.8,0.145,-2.1,1.1,-1.0,0.3,rosema01,2003-04
Nick Van Exel,13.1,0.469,22.1,1.2,0.045,0.4,-1.8,-1.4,0.2,vanexni01,2003-04
Charlie Ward,14.5,0.528,18.4,2.9,0.11,0.8,1.5,2.3,1.4,wardch01,2003-04
Charlie Ward,17.5,0.566,19.0,2.3,0.134,2.7,1.4,4.1,1.3,wardch01,2003-04
Charlie Ward,8.7,0.449,17.4,0.6,0.064,-2.8,1.7,-1.1,0.1,wardch01,2003-04
Mark Madsen,9.4,0.506,11.5,2.7,0.103,-2.9,0.0,-2.9,-0.3,madsema01,2003-04
Ira Newble,6.7,0.429,12.6,0.1,0.004,-3.4,-1.0,-4.5,-0.8,newblir01,2003-04
Kareem Rush,10.4,0.505,18.2,1.5,0.056,-1.7,-0.5,-2.2,0.0,rushka01,2003-04
Michael Curry,3.6,0.46,10.6,0.3,0.013,-6.6,0.4,-6.2,-1.3,currymi01,2003-04
Andrew DeClercq,10.6,0.526,10.2,1.7,0.069,-3.2,-0.4,-3.6,-0.5,declean01,2003-04
Milt Palacio,7.4,0.392,16.6,-0.5,-0.02,-4.9,0.1,-4.9,-0.9,palacmi01,2003-04
Chris Crawford,15.8,0.544,21.8,2.7,0.107,0.5,-2.0,-1.5,0.1,crawfch01,2003-04
Calvin Booth,13.6,0.521,14.4,2.2,0.088,-2.2,0.3,-1.8,0.0,boothca01,2003-04
Rod Strickland,14.9,0.482,18.5,1.3,0.052,-0.2,-1.7,-1.9,0.0,stricro02,2003-04
Rod Strickland,15.8,0.514,18.3,1.2,0.062,0.5,-2.0,-1.5,0.1,stricro02,2003-04
Rod Strickland,11.8,0.379,19.2,0.1,0.019,-2.5,-0.8,-3.2,-0.1,stricro02,2003-04
Eddie House,12.0,0.436,19.8,0.7,0.027,-1.0,-0.3,-1.3,0.2,houseed01,2003-04
Bobby Jackson,19.2,0.538,26.8,3.1,0.124,3.1,-1.0,2.1,1.2,jacksbo01,2003-04
Sasha Pavlović,8.7,0.463,19.5,0.9,0.04,-3.9,-0.1,-4.0,-0.6,pavloal01,2003-04
Keyon Dooling,10.0,0.458,17.9,0.3,0.013,-2.8,-1.1,-3.9,-0.6,doolike01,2003-04
Matt Harpring,16.1,0.524,22.3,2.8,0.116,1.0,-1.8,-0.8,0.3,harprma01,2003-04
Luke Ridnour,13.1,0.496,19.3,1.2,0.051,-0.9,-0.6,-1.5,0.2,ridnolu01,2003-04
Horace Grant,10.6,0.45,11.2,2.0,0.087,-1.2,0.0,-1.3,0.2,grantho01,2003-04
Jon Barry,14.6,0.535,15.2,2.8,0.122,0.8,1.2,2.0,1.1,barryjo01,2003-04
Austin Croshere,14.4,0.549,18.3,3.4,0.156,0.7,0.4,1.1,0.8,croshau01,2003-04
Corie Blount,11.9,0.462,13.3,1.9,0.085,-2.5,1.0,-1.4,0.1,blounco01,2003-04
Corie Blount,13.9,0.478,14.9,1.4,0.091,-1.5,1.0,-0.5,0.3,blounco01,2003-04
Corie Blount,6.9,0.393,9.3,0.4,0.069,-5.0,1.3,-3.8,-0.1,blounco01,2003-04
Marquis Daniels,20.1,0.536,20.6,3.2,0.146,2.7,-0.4,2.3,1.1,daniema01,2003-04
Wesley Person,11.5,0.51,16.5,1.3,0.061,0.1,-1.4,-1.3,0.2,persowe01,2003-04
Wesley Person,4.6,0.375,20.1,-0.4,-0.075,-4.2,-2.4,-6.6,-0.3,persowe01,2003-04
Wesley Person,14.8,0.601,15.0,1.6,0.124,2.3,-1.1,1.3,0.5,persowe01,2003-04
Wesley Person,10.6,0.48,15.7,0.1,0.053,-1.2,-1.1,-2.3,0.0,persowe01,2003-04
Brevin Knight,13.6,0.475,14.9,1.7,0.078,-2.5,2.2,-0.3,0.4,knighbr01,2003-04
Brevin Knight,11.7,0.333,14.3,0.0,-0.051,-3.8,10.7,7.0,0.0,knighbr01,2003-04
Brevin Knight,12.2,0.454,14.3,0.6,0.048,-3.3,2.1,-1.2,0.1,knighbr01,2003-04
Brevin Knight,15.8,0.505,15.8,1.1,0.127,-1.3,2.0,0.7,0.3,knighbr01,2003-04
Doug Overton,7.5,0.433,13.6,-0.3,-0.016,-3.5,-1.4,-4.9,-0.8,overtdo01,2003-04
Doug Overton,8.8,0.45,23.2,0.0,0.026,-5.9,0.4,-5.5,0.0,overtdo01,2003-04
Doug Overton,7.4,0.432,13.4,-0.4,-0.017,-3.5,-1.4,-4.9,-0.7,overtdo01,2003-04
Chris Andersen,14.4,0.486,12.7,2.4,0.111,-2.2,2.7,0.4,0.6,anderch01,2003-04
Michael Doleac,12.4,0.471,17.4,1.7,0.079,-2.3,0.1,-2.2,0.0,doleami01,2003-04
Michael Doleac,14.0,0.48,18.8,1.2,0.085,-1.7,0.6,-1.1,0.2,doleami01,2003-04
Michael Doleac,9.1,0.452,14.7,0.5,0.069,-3.5,-0.8,-4.3,-0.2,doleami01,2003-04
Gary Trent,12.9,0.515,19.4,2.3,0.106,-2.2,-1.1,-3.2,-0.3,trentga01,2003-04
Eddie Robinson,11.0,0.497,17.0,0.8,0.039,-2.2,-0.3,-2.5,-0.1,robined01,2003-04
Jerome James,11.3,0.535,18.0,0.7,0.036,-4.6,-0.1,-4.7,-0.7,jamesje01,2003-04
Rodney White,16.4,0.527,26.4,1.8,0.087,0.6,-0.9,-0.3,0.4,whitero02,2003-04
Christian Laettner,14.5,0.511,14.4,2.3,0.111,-0.7,1.2,0.5,0.6,laettch01,2003-04
Darius Songaila,14.6,0.541,16.4,2.6,0.129,-0.8,-0.4,-1.2,0.2,songada01,2003-04
Kedrick Brown,12.5,0.543,13.7,2.0,0.1,0.3,0.2,0.5,0.6,brownke01,2003-04
Kedrick Brown,11.7,0.525,13.0,0.8,0.097,-0.3,0.5,0.2,0.2,brownke01,2003-04
Kedrick Brown,13.0,0.555,14.2,1.2,0.103,0.8,-0.1,0.6,0.4,brownke01,2003-04
Ervin Johnson,8.5,0.551,7.1,2.3,0.115,-3.7,2.4,-1.3,0.2,johnser02,2003-04
Predrag Drobnjak,12.6,0.458,21.7,0.7,0.034,-1.3,-1.8,-3.1,-0.3,drobnpr01,2003-04
Bryon Russell,11.6,0.53,14.7,2.2,0.111,-0.9,0.6,-0.2,0.4,russebr01,2003-04
Robert Traylor,16.2,0.527,19.6,2.5,0.127,-1.8,0.4,-1.4,0.1,traylro01,2003-04
David West,15.9,0.519,15.3,2.8,0.143,-0.8,0.3,-0.5,0.4,westda01,2003-04
Steve Smith,11.8,0.543,18.3,1.9,0.099,-0.5,-1.5,-2.0,0.0,smithst01,2003-04
Brian Scalabrine,9.5,0.482,14.7,1.7,0.089,-3.2,0.7,-2.6,-0.1,scalabr01,2003-04
Antonio McDyess,12.6,0.486,17.6,1.2,0.061,-2.5,0.3,-2.2,-0.1,mcdyean01,2003-04
Antonio McDyess,13.6,0.479,20.5,0.6,0.063,-1.7,0.1,-1.7,0.0,mcdyean01,2003-04
Antonio McDyess,11.8,0.494,15.1,0.6,0.06,-3.2,0.4,-2.7,-0.1,mcdyean01,2003-04
Michael Olowokandi,11.2,0.446,18.6,1.2,0.061,-4.6,1.0,-3.5,-0.4,olowomi01,2003-04
Kenny Anderson,11.1,0.473,17.1,1.5,0.079,-2.3,0.6,-1.7,0.1,anderke01,2003-04
Ronald Dupree,9.7,0.445,19.0,0.5,0.028,-4.1,-0.1,-4.3,-0.5,duprero01,2003-04
Elden Campbell,13.8,0.49,22.6,2.1,0.115,-3.0,2.0,-1.0,0.2,campbel01,2003-04
Kyle Korver,10.1,0.489,20.2,1.0,0.054,-0.2,-0.5,-0.7,0.3,korveky01,2003-04
Francisco Elson,11.2,0.498,12.7,1.8,0.097,-3.2,1.4,-1.8,0.0,elsonfr01,2003-04
Othella Harrington,9.0,0.546,16.0,0.8,0.046,-4.0,-0.6,-4.6,-0.6,harriot01,2003-04
Clarence Weatherspoon,14.6,0.538,15.2,2.6,0.141,-0.4,0.7,0.3,0.5,weathcl01,2003-04
Clarence Weatherspoon,13.5,0.558,12.3,0.6,0.132,-0.4,1.2,0.8,0.2,weathcl01,2003-04
Clarence Weatherspoon,15.0,0.533,16.1,2.0,0.145,-0.3,0.5,0.2,0.4,weathcl01,2003-04
Jahidi White,11.8,0.532,16.3,1.2,0.064,-4.5,-0.2,-4.7,-0.6,whiteja01,2003-04
Jahidi White,-13.4,0.0,22.1,0.0,-0.57,-21.2,0.3,-21.0,0.0,whiteja01,2003-04
Jahidi White,11.9,0.534,16.2,1.2,0.067,-4.5,-0.2,-4.6,-0.6,whiteja01,2003-04
Moochie Norris,10.9,0.471,17.3,0.8,0.045,-1.9,0.8,-1.1,0.2,norrimo01,2003-04
Moochie Norris,6.7,0.41,15.2,0.0,-0.005,-3.8,0.9,-3.0,-0.1,norrimo01,2003-04
Moochie Norris,14.8,0.511,19.2,0.8,0.091,-0.1,0.7,0.6,0.3,norrimo01,2003-04
Rick Fox,8.0,0.459,13.1,0.8,0.043,-3.4,0.5,-2.9,-0.2,foxri01,2003-04
Derrick Coleman,11.6,0.471,19.2,0.8,0.047,-2.5,0.4,-2.1,0.0,colemde01,2003-04
Chris Webber,17.2,0.456,28.9,1.1,0.061,-0.2,-0.4,-0.6,0.3,webbech01,2003-04
Tom Gugliotta,9.1,0.374,14.2,0.3,0.019,-2.6,0.5,-2.1,0.0,guglito01,2003-04
Tom Gugliotta,5.2,0.332,18.2,-0.5,-0.082,-5.9,-0.2,-6.1,-0.3,guglito01,2003-04
Tom Gugliotta,11.4,0.412,11.9,0.8,0.079,-0.6,0.8,0.2,0.3,guglito01,2003-04
Steven Hunter,11.2,0.504,12.3,0.6,0.034,-3.1,0.0,-3.0,-0.2,huntest01,2003-04
Tony Massenburg,9.7,0.509,16.7,0.9,0.057,-4.8,-1.4,-6.1,-0.8,masseto01,2003-04
Donnell Harvey,10.4,0.503,16.3,0.7,0.043,-3.7,-0.3,-4.0,-0.4,harvedo01,2003-04
Donnell Harvey,9.5,0.462,16.8,0.0,-0.005,-3.5,-1.2,-4.7,-0.2,harvedo01,2003-04
Donnell Harvey,11.1,0.537,15.9,0.7,0.081,-3.8,0.3,-3.5,-0.2,harvedo01,2003-04
Tyson Chandler,14.2,0.507,14.2,1.9,0.116,-2.1,0.3,-1.8,0.0,chandty01,2003-04
Lee Nailon,13.2,0.484,23.0,0.7,0.042,-1.6,-2.7,-4.3,-0.5,nailole01,2003-04
Lee Nailon,14.3,0.485,25.8,0.2,0.033,-2.3,-1.2,-3.5,-0.1,nailole01,2003-04
Lee Nailon,13.5,0.468,16.9,0.2,0.088,-0.7,-4.0,-4.7,-0.1,nailole01,2003-04
Lee Nailon,12.2,0.485,22.1,0.3,0.04,-1.3,-3.6,-5.0,-0.3,nailole01,2003-04
Jerry Stackhouse,13.2,0.494,26.0,0.2,0.013,-1.2,-2.5,-3.7,-0.3,stackje01,2003-04
Shawn Bradley,15.6,0.523,12.8,2.3,0.145,-1.5,1.6,0.1,0.4,bradlsh01,2003-04
Mo Williams,9.4,0.433,22.8,0.2,0.011,-3.1,-0.9,-4.1,-0.4,willima01,2003-04
Willie Green,10.8,0.464,27.7,0.0,-0.003,-2.6,-1.2,-3.8,-0.3,greenwi01,2003-04
Lonny Baxter,12.6,0.518,17.2,1.5,0.094,-3.3,0.1,-3.2,-0.2,baxtelo01,2003-04
Lonny Baxter,12.4,0.571,19.3,0.2,0.07,-4.0,-0.7,-4.7,-0.1,baxtelo01,2003-04
Lonny Baxter,12.6,0.491,17.4,1.0,0.095,-3.5,0.3,-3.1,-0.1,baxtelo01,2003-04
Lonny Baxter,12.9,0.55,14.2,0.3,0.116,-1.9,0.0,-1.9,0.0,baxtelo01,2003-04
Shammond Williams,13.1,0.495,18.1,1.0,0.06,-0.9,-0.6,-1.5,0.1,willish01,2003-04
Shammond Williams,14.0,0.536,16.9,0.9,0.078,0.0,-0.9,-0.8,0.2,willish01,2003-04
Shammond Williams,11.1,0.415,20.7,0.1,0.02,-2.9,0.1,-2.8,-0.1,willish01,2003-04
